CountryName,CountryCode,RegionName,RegionCode,CityName,CityCode,Jurisdiction,RawDate,C1M_School.closing,C1M_Flag,C2M_Workplace.closing,C2M_Flag,C3M_Cancel.public.events,C3M_Flag,C4M_Restrictions.on.gatherings,C4M_Flag,C5M_Close.public.transport,C5M_Flag,C6M_Stay.at.home.requirements,C6M_Flag,C7M_Restrictions.on.internal.movement,C7M_Flag,C8EV_International.travel.controls,E1_Income.support,E1_Flag,E2_Debt.contract.relief,E3_Fiscal.measures,E4_International.support,H1_Public.information.campaigns,H1_Flag,H2_Testing.policy,H3_Contact.tracing,H4_Emergency.investment.in.healthcare,H5_Investment.in.vaccines,H6M_Facial.Coverings,H6M_Flag,H7_Vaccination.policy,H7_Flag,H8M_Protection.of.elderly.people,H8M_Flag,V1_Vaccine.Prioritisation..summary.,V2A_Vaccine.Availability..summary.,V2B_Vaccine.age.eligibility.availability.age.floor..general.population.summary.,V2C_Vaccine.age.eligibility.availability.age.floor..at.risk.summary.,V2D_Medically..clinically.vulnerable..Non.elderly.,V2E_Education,V2F_Frontline.workers...non.healthcare.,V2G_Frontline.workers...healthcare.,V3_Vaccine.Financial.Support..summary.,V4_Mandatory.Vaccination..summary.,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex,Date,gt
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200101,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0027397260274,1184
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200102,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0054794520547,1185
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200103,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0082191780823,1186
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200104,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0109589041097,1187
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200105,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.013698630137,1188
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200106,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0164383561644,1189
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200107,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0191780821917,1190
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200108,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.021917808219,1191
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200109,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0246575342467,1192
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200110,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.027397260274,1193
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200111,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0301369863014,1194
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200112,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0328767123287,1195
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200113,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.035616438356,1196
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200114,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0383561643835,1197
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200115,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.041095890411,1198
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200116,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0438356164384,1199
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200117,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0465753424658,1200
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200118,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0493150684931,1201
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200119,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,0.0,0.0,0.0,0.0,2020.0520547945205,1202
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200120,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.054794520548,1203
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200121,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0575342465754,1204
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200122,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0602739726028,1205
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200123,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0630136986301,1206
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200124,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0657534246575,1207
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200125,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0684931506848,1208
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200126,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0712328767124,1209
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200127,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0739726027398,1210
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200128,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0767123287671,1211
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200129,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0794520547945,1212
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200130,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,0,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,5.21,5.95,0.0,2020.0821917808219,1213
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,8.33,9.52,0.0,2020.0849315068492,1214
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200201,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,5.56,8.33,9.52,0.0,2020.0876712328768,1215
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200202,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.0904109589042,1216
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200203,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.0931506849315,1217
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200204,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.0958904109589,1218
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200205,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.0986301369862,1219
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200206,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1013698630136,1220
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200207,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1041095890412,1221
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200208,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1068493150685,1222
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200209,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.109589041096,1223
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200210,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1123287671232,1224
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200211,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1150684931506,1225
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1178082191782,1226
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1205479452055,1227
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200214,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.123287671233,1228
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200215,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1260273972603,1229
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200216,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1287671232876,1230
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200217,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.131506849315,1231
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200218,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1342465753426,1232
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200219,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.13698630137,1233
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200220,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1397260273973,1234
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200221,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1424657534246,1235
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200222,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.145205479452,1236
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200223,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1479452054793,1237
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200224,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.150684931507,1238
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200225,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1534246575343,1239
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200226,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1561643835616,1240
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200227,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.158904109589,1241
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200228,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.1616438356164,1242
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.164383561644,1243
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200301,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,0,0,NV,0,11.11,11.46,13.1,0.0,2020.164383561644,1243
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200302,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,1,,NV,0,11.11,11.46,13.1,0.0,2020.1671232876713,1244
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200303,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,1,,NV,0,11.11,11.46,13.1,0.0,2020.1698630136987,1245
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200304,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,3,,NV,0,11.11,11.46,13.1,0.0,2020.172602739726,1246
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200305,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,6,,NV,0,11.11,11.46,13.1,0.0,2020.1753424657534,1247
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200306,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,11,,NV,0,11.11,11.46,13.1,0.0,2020.1780821917807,1248
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200307,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,16,,NV,0,11.11,11.46,13.1,0.0,2020.1808219178083,1249
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200308,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,18,,NV,0,11.11,11.46,13.1,0.0,2020.1835616438357,1250
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200309,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,23,,NV,0,11.11,11.46,13.1,0.0,2020.186301369863,1251
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200310,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,1.612e6,0.0,0,,0,,0,,0,0,,,,,,,0,0,27,,NV,0,11.11,11.46,13.1,0.0,2020.1890410958904,1252
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200311,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,36,,NV,0,11.11,11.46,13.1,0.0,2020.1917808219177,1253
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200312,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,60,,NV,0,11.11,11.46,13.1,0.0,2020.194520547945,1254
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200313,0,,0,,0,,0,,0,,1,1,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,85,,NV,0,14.81,13.54,15.48,0.0,2020.1972602739727,1255
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200314,0,,0,,0,,0,,0,,1,1,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,121,1,NV,0,14.81,13.54,15.48,0.0,2020.2,1256
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200315,0,,0,,0,,0,,0,,1,1,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,153,1,NV,0,14.81,13.54,15.48,0.0,2020.2027397260274,1257
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200316,0,,1,1,1,1,2,1,0,,1,1,0,,0,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,171,1,NV,0,29.63,21.88,25.0,0.0,2020.2054794520548,1258
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200317,0,,1,1,1,1,2,1,0,,1,1,0,,0,0,,1,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,195,2,NV,0,29.63,25.0,25.0,25.0,2020.2082191780821,1259
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200318,0,,1,1,1,1,2,1,0,,1,1,0,,0,0,,1,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,227,3,NV,0,29.63,25.0,25.0,25.0,2020.2109589041097,1260
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200319,0,,1,1,1,1,2,1,0,,1,1,0,,0,0,,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,266,6,NV,0,29.63,28.12,25.0,50.0,2020.213698630137,1261
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200320,3,1,1,1,1,1,2,1,1,1,1,1,0,,0,2,0,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,322,6,NV,0,46.3,42.19,35.71,87.5,2020.2164383561644,1262
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200321,3,1,3,1,2,1,2,1,1,1,1,1,0,,0,2,0,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,0,,0,0,,,,,,,0,0,373,7,NV,0,59.26,49.48,44.05,87.5,2020.2191780821918,1263
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200322,3,1,3,1,2,1,2,1,1,1,2,1,2,1,0,2,0,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,2,1,0,0,,,,,,,0,0,416,10,NV,0,74.07,61.98,58.33,87.5,2020.2219178082191,1264
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200323,3,1,3,1,2,1,2,1,1,1,2,1,2,1,0,2,0,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,2,1,0,0,,,,,,,0,0,499,14,NV,0,74.07,61.98,58.33,87.5,2020.2246575342465,1265
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200324,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,0,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,2,1,0,0,,,,,,,0,0,584,16,NV,0,79.63,65.1,61.9,87.5,2020.227397260274,1266
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200325,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,2.76e7,0.0,2,1,1,1,0.0,0.0,0,,0,,2,1,0,0,,,,,,,0,0,719,22,NV,0,79.63,66.67,61.9,100.0,2020.2301369863014,1267
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200326,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0.0,0.0,2,1,1,1,0.0,0.0,0,,0,,2,1,0,0,,,,,,,0,0,894,25,NV,0,79.63,66.67,61.9,100.0,2020.2328767123288,1268
United Kingdom,GBR,Scotland,UK_SCO,,,STATE_TOTAL,20200327,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0.0,0.0,2,1,1,1,4.7e6,0.0,0,,0,,2,1,0,0,,,,,,,0,0,1059,33,NV,0,79.63,66.67,61.9,100.0,2020.2356164383561,1269
